J2000 E2000,,,,,,,,Multiplicity,,,,,,,,,,Names,,,,,,,,,,,,,,Positions,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motions,,,,,,,,,Galactic Kinematics,,,,,,,,,,,,,GALEX photometry,,,,,SDSS photometry,,,,,,,,,,,,,,,,,,,,,TYCHO photometry,,,,Johnson-Kron-Cousins photometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIR,,,,,,,,,,,,,WISE photometry,,,,,,,,,,,,,,,,,,,X-ray photometry,,,,,,,Photometry Derived Parameters,,,,,,,,,,,,,,,Spectroscopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Derived spectroscopic,,,,,,,,,,,,,,,Membership,,,,,,,,,,,,,,,,,,,,,,,,,,rawRV,,,,,,,,,,,,,,,,rawParallax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notes,
Rah,Ram,Ras,DECf,DECd,DECm,DECs,Lithium,# stars,sepfrom,separation,position angle,date,period,separation ref,delta mag,filter,deltaMag ref,Name,TYCHO-2,GJ,HD,HR,CD,1RXS,UCAC4,PPMXL,2MASS ID,SDSS ID,WISE ID,YPC,HIP,Raraw,eRAraw,DECraw,eDECraw,EPOCH,position ref,RA,eRA,DEC,eDEC,pi,epi,pi ref,rv,erv,rv ref,radius-based dist.,radius-based dist. Ref,Cluster Parallax,Cluster Parallax ref.,dist,edist,dist method,distance ref,rv_pred,erv_pred,rv_pred method,rv_pred ref,pmRA,epmRA,pmDEC,epmDEC,pm ref,pm,epm,pa,epa,U,eU,V,eV,W,eW,X,eX,Y,eY,Z,eZ,kinematic ref,FUV,eFUV,NUV,eNUV,GALEX joint,u',eu',u' flag,u' ref,g',eg',g' flag,g' ref,r',er',r' flag,r' ref,i',ei',i' flag,i' ref,z',ez',z' flag,z' ref,SDSS joint,Bt,eBt,Vt,eVt,Uj,eUj,Uj flag,Uj ref,Bj,eBj,Bj flag,Bj ref,Vj,eVj,Vj flag,Vj ref,Rkc,eRkc,Rkc flag,Rkc ref,Ikc,eIkc,Ikc flag,Ikc ref,optical joint?,Zuk,eZuk,Zuk flag,Zuk ref,Yuk,eYuk,Yuk flag,Yuk ref,J,eJ,J flag,J ref,H,eH,H flag,H ref,K,eK,K flag,K ref,NIR joint?,W1,eW1,W1 flag,W1 ref,W2,eW2,W2 flag,W2 ref,W3,eW3,W3 flag,W3 ref,W4,eW4,W4 flag,W4 ref,WISE joint?,variability,variability filter,X-ray,X joint?,eX-ray,hr1,ehr1,hr2,ehr2,MV,B-V,V-K,V-I,J-K,EB-V,EB-V ref,Mbol,eMbol,Mbol ref,Lx,eLx,Lx/Lbol,Lx/Lbol flag,LUV/Lbol,SpType,SpType ref,SpType joint,Teff,eTeff,Teff ref,Teff 2,eTeff 2,Teff 2 Ref,Teff 3,eTeff 3,Teff 3 ref,Teff 4,eTeff 4,Teff 4 ref,vsini,evsini,vsini flag,vsini ref,vsini2,evsini2,vsini flag 2,vsini2 ref,vsini3,evsini3,vsini flag 3,vsini3 ref,CaH Index,eCaH Index,CaH ref,CaH-Narrow Index,eCaH-Narrow,CaH-Narrow ref,H-alpha EW,eH-alpha EW,H-alpha ref,H-alpha EW 2,eH-alpha EW2,H-alpha 2 ref,H-alpha EW 3,eH-alpha EW 3,H-alpha 3 ref,Li6708 EW,eLi6708 EW,Li6708 EW flag,Li6708 ref,Li6708 EW2,eLi6708 EW2,Li6708 EW flag2,Li6708 ref2,Li6708 EW3,eLi6708 EW 3,Li6708 flag3,Li6708 ref3,Li Abundance,Li Abundance REF,K7699 EW,eK7699 EW,K7699 ref,Na8200 EW,eNa8200 EW,Na8200 Index,eNa8200 Index,Na8200 ref,Fe/H,eFe/H,Fe/H ref,Ba/H,eBa/H,Ba/Fe ref,RHK,eRHK,RHK ref,log g,elog g,log g ref,log g 2,elog g 2,log g 2 ref,GROUP,GROUP quality,GROUP1,%Cert 1,GROUP1 ref,GROUP2,%Cert 2,GROUP2 ref,GROUP3,%Cert 3,GROUP3 ref,GROUP4,%Cert 4,GROUP4 ref,GROUP5,%Cert 5,GROUP5 ref,GROUP6,%Cert 6,GROUP6 ref,GROUP7,%Cert 7,GROUP7 ref,GROUP8,%Cert 8,GROUP8 ref,RV1,eRV1,RV1 ref,RV1 flag,RV2,eRV2,RV2 ref,RV2 flag,RV3,eRV3,RV3 ref,RV3 flag,RV4,eRV4,RV4 ref,RV4 flag,pi1,epi1,pi1ref,pi1flag,pi2,epi2,pi2ref,pi2flag,pi3,epi3,pi3ref,pi3flag,pi4,epi4,pi4ref,pi4flag,pi5,epi5,pi5ref,pi5flag,pi6,epi6,pi6ref,pi6flag,pi7,epi7,pi7ref,pi7flag,pi8,epi8,pi8ref,pi8flag,Notes,Notes2
12,26,05.470,+,26,44,38.50,,1,,,,,,,,,,Tr 120,1991-01156-1,,,,+27-02130,,584-047539,'4469064830110804055,12260547+2644385,J122605.48+264438.3,J122605.46+264438.7,,,186.5228747,17.00,26.7439859,21.00,2451544.5000,Hoeg2000,186.5228747,17.00,+26.7439859,21.00,-----,-----,,3.84,3.06,K,,,,,,,,,,,,,-7.50,1.50,-13.20,1.50,Hoeg2000,15.18,2.12,209.60,15.37,,,,,,,,,,,,,,,,,,,14.1610002518,0.0060000001,3,SDSS9,10.302,0.001,3,SDSS9,9.516,0.001,3,SDSS9,9.350,0.001,3,SDSS9,9.5469999313,0.001,3,SDSS9,,10.801,0.042,9.946,0.031,,,,,10.635,0.010,q,UCAC4,9.863,0.01,q,UCAC4,9.44,,,Casewell2006,9.04,,,Casewell2006,,,,,,,,,,8.137,0.030,5,UCAC4,7.688,0.030,5,UCAC4,7.580,0.020,5,UCAC4,,7.459,0.034,A,ALLWISE,7.545,0.020,A,ALLWISE,7.514,0.018,A,ALLWISE,7.423,0.123,B,ALLWISE,,,,,,,,,,,-----,0.772,2.283,0.823,0.557,,,9.4,0.02,Kraus2007,,,,,,K1.6,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,Good,Coma Ber,Core,Casewell2006,Coma Ber,Core,Kraus2007,,,,,,,,,,,,,,,,,,,3.84,3.06,Kharchenko2007,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,26,08.480,+,24,39,31.50,,,,,,,,,,,,J12260848+2439315,,,,,,,574-047753,'4372402353237634285,12260848+2439315,J122608.47+243931.3,J122608.46+243931.3,,,186.5353233,51.00,24.6587328,52.00,2451544.5000,UCAC4,186.5353233,51.00,+24.6587328,52.00,-----,-----,,-----,-----,,,,,,,,,,,,,,-14.60,3.30,-1.00,3.60,UCAC4,14.63,4.88,266.08,30.41,,,,,,,,,,,,,,,,,,,19.3080005646,0.0270000007,3,SDSS9,16.805,0.004,3,SDSS9,15.351,0.004,3,SDSS9,15.167,0.012,3,SDSS9,13.2510004044,0.0040000002,3,SDSS9,,  ,,,,,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,11.863,0.020,5,UCAC4,11.279,0.030,5,UCAC4,11.026,0.030,5,UCAC4,,10.864,0.024,A,ALLWISE,10.701,0.021,A,ALLWISE,10.455,0.083,A,ALLWISE,9.094,--,U,ALLWISE,,,,,,,,,,,-----,-----,-----,-----,0.837,,,13.69,0.01,Kraus2007,,,,,,M3.5,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,,Coma Ber,91.3,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,26,24.010,+,25,15,43.00,,,,,,,,,,,,J12262401+2515430,1989-00272-1,,,,,,577-048003,'4372800691122557011,12262401+2515430,J122624.02+251543.1,J122624.01+251543.1,,,186.6001145,54.00,25.2619709,67.00,2451544.5000,Hoeg2000,186.6001145,54.00,+25.2619709,67.00,-----,-----,,-----,-----,,,,,,,,,,,,,,-16.00,2.90,-7.40,2.80,Hoeg2000,17.63,4.03,245.18,24.23,,,,,,,,,,,,,,,,,,,15.8719997406,0.0130000003,3,SDSS9,12.543,0.001,3,SDSS9,11.758,0.001,3,SDSS9,11.480,0.001,3,SDSS9,11.6470003128,0.003,3,SDSS9,,13.180,0.311,11.977,0.171,,,,,12.852,0.010,q,UCAC4,11.915,0.01,q,UCAC4,,,,,,,,,,,,,,,,,,10.193,0.020,5,UCAC4,9.690,0.030,5,UCAC4,9.589,0.020,5,UCAC4,,9.522,0.024,A,ALLWISE,9.613,0.021,A,ALLWISE,9.468,0.037,A,ALLWISE,8.463,--,U,ALLWISE,,,,,,,,,,,-----,0.937,2.326,-----,0.604,,,11.55,0.02,Kraus2007,,,,,,K2.8,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,,Coma Ber,84.9,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,26,24.060,+,27,16,05.60,,1,,,,,,,,,,BD+28 2115,1991-01897-1,,,,,,587-048019,'4469197617330805006,12262406+2716056,J122623.87+271604.2,J122624.07+271605.3,,60697,186.6003073,0.21,27.2682627,0.17,2448349.0625,vanLeeuwen2007,186.6002685,2.55,+27.2682376,1.67,11.82,0.24,vv,-4.30,1.40,K,,,,,,,,,,,,,-14.20,0.29,-10.32,0.19,vanLeeuwen2007,17.55,0.35,233.99,2.12,,,,,,,,,,,,,,,,,,,14.7229995728,0.0219999999,3,SDSS9,16.632,0.059,3,SDSS9,16.599,0.066,3,SDSS9,17.088,0.137,3,SDSS9,13.5069999695,0.0179999992,3,SDSS9,,5.232,0.014,4.948,0.009,,,,,5.247,0.990,-,UCAC4,4.947,0.99,-,UCAC4,4.79,,,Casewell2006,4.65,,,Casewell2006,,,,,,,,,,4.409,0.240,8,UCAC4,4.235,0.190,7,UCAC4,4.149,0.040,4,UCAC4,,4.035,0.373,C,ALLWISE,3.748,0.113,B,ALLWISE,4.131,0.016,A,ALLWISE,4.066,0.025,A,ALLWISE,,,,,,,,,,,0.310,0.300,0.798,0.297,0.260,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,Good,Coma Ber,Core,Casewell2006,,,,,,,,,,,,,,,,,,,,,,-4.30,1.40,Kharchenko2007,P,,,,,,,,,,,,,11.82,0.24,vanLeeuwen2007,P,11.5,9.8,vanAltena1995,P,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,26,37.320,+,22,34,53.40,,,,,,,,,,,,J122637.32+223453.4,,,,,,,563-051297,'4370582279715454335,12263732+2234531,J122637.30+223453.1,J122637.29+223453.0,,,186.6554624,41.00,22.5814498,43.00,2451544.5000,UCAC4,186.6554624,41.00,+22.5814498,43.00,-----,-----,,-----,-----,,,,,,,,,,,,,,-17.10,2.20,-14.70,2.80,UCAC4,22.55,3.56,229.32,17.93,,,,,,,,,,,,,,,,,,,19.1660003662,0.0240000002,3,SDSS9,16.658,0.004,3,SDSS9,15.230,0.004,3,SDSS9,14.353,0.003,3,SDSS9,13.8809995651,0.003,3,SDSS9,,  ,,,,,,,,17.743,0.160,q,UCAC4,15.87,0.01,q,UCAC4,15.19,,,Casewell2006,13.34,,,Casewell2006,,,,,,,,,,12.598,0.020,5,UCAC4,11.971,0.020,5,UCAC4,11.773,0.020,5,UCAC4,,11.651,0.023,A,ALLWISE,11.590,0.022,A,ALLWISE,11.464,0.184,B,ALLWISE,9.139,--,U,ALLWISE,,,,,,,,,,,-----,1.873,4.097,2.530,0.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,,Coma Ber,0.6,Casewell2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,26,40.270,+,27,18,43.40,,,,,,,,,,,,J12264027+2718434,,,,,,,587-048022,'4469203997276045891,12264027+2718434,J122640.26+271843.3,J122640.25+271843.3,,,186.6678333,61.00,27.3121212,62.00,2451544.5000,UCAC4,186.6678333,61.00,+27.3121212,62.00,-----,-----,,-----,-----,,,,,,,,,,,,,,-9.70,3.10,-4.20,3.00,UCAC4,10.57,4.31,246.59,42.13,,,,,,,,,,,,,,,,,,,20.0669994354,0.0410000011,3,SDSS9,17.494,0.005,3,SDSS9,16.023,0.004,3,SDSS9,14.637,0.004,3,SDSS9,13.9119997025,0.0040000002,3,SDSS9,,  ,,,,,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,12.462,0.020,5,UCAC4,11.896,0.030,5,UCAC4,11.672,0.030,5,UCAC4,,11.475,0.022,A,ALLWISE,11.302,0.021,A,ALLWISE,11.183,0.138,B,ALLWISE,9.233,--,U,ALLWISE,,,,,,,,,,,-----,-----,-----,-----,0.790,,,14.28,0.01,Kraus2007,,,,,,M2.8,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,,Coma Ber,98.3,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,26,51.030,+,26,16,01.80,,,,,,,,,,,,Arty 537,1991-00019-1,,,,,,582-047056,'4372986685368851710,12265103+2616018,J122651.02+261601.8,J122651.01+261601.7,,,186.7126333,59.00,26.2671857,77.00,2451544.5000,Hoeg2000,186.7126333,59.00,+26.2671857,77.00,-----,-----,,-----,-----,,,,,,,,,,,,,,-13.20,2.90,-1.60,2.90,Hoeg2000,13.30,4.10,263.09,28.22,,,,,,,,,,,,,,,,,,,15.5959997177,0.0060000001,3,SDSS9,12.968,0.001,3,SDSS9,11.603,0.001,3,SDSS9,11.238,0.001,3,SDSS9,11.5860004425,0.003,3,SDSS9,,13.140,0.307,11.856,0.160,,,,,13.159,0.010,q,UCAC4,12.052,0.01,q,UCAC4,11.07,,,Casewell2006,10.56,,,Casewell2006,,,,,,,,,,9.855,0.020,5,UCAC4,9.275,0.030,5,UCAC4,9.156,0.020,5,UCAC4,,9.100,0.022,A,ALLWISE,9.188,0.021,A,ALLWISE,9.097,0.030,A,ALLWISE,8.412,0.407,C,ALLWISE,,,,,,,,,,,-----,1.107,2.896,1.492,0.699,,,11.33,0.01,Kraus2007,,,,,,K4.8,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,,Coma Ber,0.79,Casewell2006,Coma Ber,87.1,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,26,51.355,-,33,16,12.47,X,,,,,,,,,,,TWA 32,,,,,,,284-065257,'3786949607992332566,12265135-3316124, ,J122651.30-331612.8,,,186.7140274,32.00,-33.2701509,79.00,2451544.5000,UCAC4,186.7140274,32.00,-33.2701509,79.00,-----,-----,,7.15,0.26,S,,,,,53.0,,,Schneider2012a,,,,,-61.60,2.00,-23.00,4.90,UCAC4,65.75,5.29,249.53,9.20,,,,,,,,,,,,,,,,,,,  ,,,,16.686,0.040,-,UCAC4,15.448,0.030,-,UCAC4,13.441,0.040,-,UCAC4,,,,,,  ,,,,,,,,17.214,0.010,q,UCAC4,16.004,0.010,q,UCAC4,,,,,,,,,,,,,,,,,,10.691,0.020,5,UCAC4,10.122,0.030,5,UCAC4,9.783,0.030,5,UCAC4,,9.571,0.024,A,ALLWISE,9.209,0.020,A,ALLWISE,7.781,0.019,A,ALLWISE,5.762,0.042,A,ALLWISE,,,,,,,,,,,-----,1.210,6.221,-----,0.908,,,,,,,,-3.1,<,,M5,Rodriguez2011,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,0.2,Shkolnik2011,1.39,0.03,Shkolnik2011,-12.6,0.5,Shkolnik2011,-12.6,,Schneider2012a,,,,600.00,50,,Shkolnik2011,600,,,Schneider2012a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TW Hya,,TW Hya,,Shkolnik2011,TW Hya,,Rodriguez2011,TW Hya,Y,Schneider2012a,,,,,,,,,,,,,,,,7.15,0.26,Shkolnik2011,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,26,56.640,+,22,40,26.20,,,,,,,,,,,,J12265664+2240262,,,,,,,564-049451,'4370596367065031992,12265664+2240262,J122656.64+224026.3,J122656.63+224026.2,,,186.7360395,35.00,22.6739762,51.00,2451544.5000,UCAC4,186.7360395,35.00,+22.6739762,51.00,-----,-----,,-----,-----,,,,,,,,,,,,,,-8.60,2.50,-10.20,3.10,UCAC4,13.34,3.98,220.14,32.76,,,,,,,,,,,,,,,,,,,18.6000003815,0.0179999992,3,SDSS9,16.069,0.003,3,SDSS9,14.638,0.003,3,SDSS9,13.370,0.001,3,SDSS9,12.9029998779,0.003,3,SDSS9,,  ,,,,,,,,16.752,0.070,q,UCAC4,15.239,0.01,q,UCAC4,,,,,,,,,,,,,,,,,,11.556,0.020,5,UCAC4,10.951,0.020,5,UCAC4,10.715,0.020,5,UCAC4,,10.625,0.023,A,ALLWISE,10.494,0.020,A,ALLWISE,10.316,0.061,A,ALLWISE,8.892,--,U,ALLWISE,,,,,,,,,,,-----,1.513,4.524,-----,0.841,,,13.31,0.01,Kraus2007,,,,,,M2.2,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,,Coma Ber,90.8,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,26,59.290,+,26,49,32.50,,1,,,,,,,,,,BD+27 2134,1991-01901-1,,,,,,585-047846,'4469102224670311197,12265930+2649324, ,J122659.30+264932.3,,60746,186.7471005,0.22,26.8257216,0.17,2448349.0625,vanLeeuwen2007,186.7470712,2.63,+26.8257000,1.67,11.75,0.26,vv,0.60,1.10,K,,,,,,,,,,,,,-10.75,0.30,-8.88,0.19,vanLeeuwen2007,13.94,0.36,230.44,2.77,,,,,,,,,,,,,,,,,,,  ,,,,  ,,,, ,,,, ,,,,,,,,,5.075,0.014,4.971,0.009,,,,,5.088,0.990,-,UCAC4,4.975,0.99,-,UCAC4,4.91,,,Casewell2006,4.88,,,Casewell2006,,,,,,,,,,4.796,0.190,7,UCAC4,4.727,0.020,5,UCAC4,4.649,0.020,5,UCAC4,,4.628,0.218,B,ALLWISE,4.367,0.110,B,ALLWISE,4.662,0.015,A,ALLWISE,4.436,0.024,A,ALLWISE,,,,,,,,,,,0.326,0.113,0.326,0.095,0.147,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,Good,Coma Ber,Core,Casewell2006,,,,,,,,,,,,,,,,,,,,,,0.60,1.10,Kharchenko2007,P,,,,,,,,,,,,,11.74,0.26,vanLeeuwen2007,P,22,7.2,vanAltena1995,P,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,27,00.810,+,29,36,37.90,,,,,,,,,,,,J122700.81+293637.9,1991-00116-1,,,,,,599-049586,'4471355641626052957,12270081+2936380,J122700.80+293638.0,J122700.80+293638.0,,,186.7533738,66.00,29.6105467,71.00,2451544.5000,Hoeg2000,186.7533738,66.00,+29.6105467,71.00,-----,-----,,-----,-----,,,,,,,,,,,,,,-2.50,2.20,-4.50,2.20,Hoeg2000,5.15,3.11,209.05,61.36,,,,,,,,,,,,,,,,,,,15.1149997711,0.0070000002,3,SDSS9,12.049,0.001,3,SDSS9,11.255,0.001,3,SDSS9,11.020,0.001,3,SDSS9,11.1940002441,0.0020000001,3,SDSS9,,12.555,0.204,11.654,0.123,,,,,12.464,0.010,q,UCAC4,11.507,0.01,q,UCAC4,11.07,,,Casewell2006,10.7,,,Casewell2006,,,,,,,,,,9.803,0.020,5,UCAC4,9.327,0.030,5,UCAC4,9.201,0.020,5,UCAC4,,9.176,0.023,A,ALLWISE,9.256,0.019,A,ALLWISE,9.124,0.032,A,ALLWISE,8.128,--,U,ALLWISE,,,,,,,,,,,-----,0.957,2.306,0.807,0.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,,Coma Ber,0.79,Casewell2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,27,04.290,+,25,41,01.20,,,,,,,,,,,,J12270429+2541012,,,,,,,,'4372848978018045616,12270429+2541012,J122704.29+254101.3,J122704.29+254101.4,,,186.7678930,69.00,25.6836810,69.00,2451544.5000,PPMXL,186.7678930,69.00,+25.6836810,69.00,6.70,1.52,v,-----,-----,,,,,,,,,,,,,,-14.00,4.90,-18.50,4.90,PPMXL,23.20,6.93,217.12,33.01,,,,,,,,,,,,,,,,,,,22.4370002747,0.1959999949,3,SDSS9,20.608,0.024,3,SDSS9,18.973,0.011,3,SDSS9,16.872,0.006,3,SDSS9,15.7010002136,0.0060000001,3,SDSS9,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.946,0.030,A,2MASS,13.395,0.040,A,2MASS,13.026,0.030,A,2MASS,,12.806,0.023,A,ALLWISE,12.576,0.024,A,ALLWISE,12.471,0.418,C,ALLWISE,8.536,--,U,ALLWISE,,,,,,,,,,,-----,-----,-----,-----,0.920,,,15.83,0.01,Kraus2007,,,,,,M6.4,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,,Coma Ber,91.4,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,1.52,vanLeeuwen2007,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,27,06.270,+,26,50,44.50,,1,,,,,,,,,,Tr 132,1991-01034-1,,,,,,585-047850,'4469102429570123466,12270627+2650445, ,J122706.24+265044.4,,,186.7760769,20.00,26.8457051,23.00,2451544.5000,Hoeg2000,186.7760769,20.00,+26.8457051,23.00,-----,-----,,-4.80,1.78,K,,,,,,,,,,,,,-11.80,2.10,-8.00,2.10,Hoeg2000,14.26,2.97,235.86,23.16,,,,,,,,,,,,,,,,,,,  ,,,,10.537,0.010,q,UCAC4,9.811,0.010,q,UCAC4,9.589,0.010,q,UCAC4,,,,,,10.693,0.046,10.028,0.036,,,,,10.662,0.010,q,UCAC4,9.991,0.01,q,UCAC4,9.59,,,Casewell2006,9.31,,,Casewell2006,,,,,,,,,,8.642,0.040,5,UCAC4,8.327,0.030,5,UCAC4,8.246,0.040,5,UCAC4,,8.217,0.023,A,ALLWISE,8.246,0.020,A,ALLWISE,8.210,0.023,A,ALLWISE,8.084,0.311,B,ALLWISE,,,,,,,,,,,-----,0.671,1.745,0.681,0.396,,,9.67,0.02,Kraus2007,,,,,,G4.8,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,Good,Coma Ber,Core,Casewell2006,Coma Ber,Core,Kraus2007,,,,,,,,,,,,,,,,,,,-4.80,1.78,Kharchenko2007,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,27,08.560,+,27,01,22.90,,,,,,,,,,,,J122708.56+270122.9,,,,,,,586-048651,'4469111241178921969,12270855+2701229, ,J122708.53+270122.9,,,186.7856456,39.00,27.0230373,24.00,2451544.5000,UCAC4,186.7856456,39.00,+27.0230373,24.00,-----,-----,,-----,-----,,,,,,,,,,,,,,-18.40,3.90,3.70,2.30,UCAC4,18.77,4.53,281.37,9.54,,,,,,,,,,,,,,,,,,,  ,,,,15.597,0.010,q,UCAC4,14.431,0.010,q,UCAC4,13.881,0.010,q,UCAC4,,,,,,  ,,,,,,,,16.281,0.050,q,UCAC4,14.982,0.01,q,UCAC4,14.14,,,Casewell2006,12.52,,,Casewell2006,,,,,,,,,,12.381,0.020,5,UCAC4,11.733,0.030,5,UCAC4,11.575,0.020,5,UCAC4,,11.520,0.023,A,ALLWISE,11.560,0.022,A,ALLWISE,11.501,0.179,B,ALLWISE,9.076,--,U,ALLWISE,,,,,,,,,,,-----,1.299,3.407,2.462,0.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,,Coma Ber,0.6,Casewell2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,27,20.680,+,23,19,47.50,,1,,,,,,,,,,CJD 6,1989-00361-1,,,,,,567-048287,'4370736000170995895,12272068+2319475,J122720.68+231947.4,J122720.67+231947.3,,,186.8361967,27.00,23.3298566,37.00,2451544.5000,Hoeg2000,186.8361967,27.00,+23.3298566,37.00,-----,-----,,-----,-----,,,,,,,,,,,,,,-13.50,1.40,-8.10,1.50,Hoeg2000,15.74,2.05,239.04,14.54,,,,,,,,,,,,,,,,,,,13.9659996033,0.0040000002,3,SDSS9,10.797,0.001,3,SDSS9,10.190,0.001,3,SDSS9,9.954,0.001,3,SDSS9,10.5570001602,0.001,3,SDSS9,,11.314,0.068,10.407,0.044,,,,,11.103,0.030,-,UCAC4,10.278,0.01,-,UCAC4,9.83,,,Casewell2006,9.46,,,Casewell2006,,,,,,,,,,8.912,0.020,5,UCAC4,8.537,0.020,5,UCAC4,8.451,0.020,5,UCAC4,,8.424,0.023,A,ALLWISE,8.460,0.020,A,ALLWISE,8.419,0.022,A,ALLWISE,8.169,0.208,B,ALLWISE,,,,,,,,,,,-----,0.825,1.827,0.818,0.461,,,9.91,0.01,Kraus2007,,,,,,G7.9,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,Good,Coma Ber,0.64,Casewell2006,Coma Ber,Core,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
